Genotype,Accession,Group,Block,Rep,Env,Prot_W,Oil_W,Fib_W,Ash_W,Star_W
S8326,PI601612,unclassified,2,2,3,12.16,3.36,2.24,1.49,74.97
PHPR5,PI559945,unclassified,2,2,3,15.26,3.89,2.35,1.61,75.48
R168,Ames19326,unclassified,2,2,3,17.11,4.04,2.74,1.71,74.94
MM501D,PI583774,unclassified,2,2,3,11.55,3.41,2.57,1.44,76.01
H96,Ames26797,unclassified,2,2,3,11.67,4.4,2.57,1.46,74.57
MS67,Ames24710,unclassified,2,2,3,12.49,2.95,2.64,1.46,75.39
H113,Ames26803,unclassified,2,2,3,13.87,2.9,2.58,1.53,74.79
INB 101LFY/LFY (A632 X M16 S5),NSL174429,unclassified,2,2,3,16.05,3.65,2.66,1.65,74.77
PHN34,PI543843,unclassified,2,2,3,14.56,3.84,2.29,1.57,75.69
W37A,NSL30073,unclassified,2,2,3,15.64,4.57,2.51,1.67,75.55
J8606,PI601725,unclassified,2,2,3,16.87,4.69,2.64,1.78,75.78
HUOBAI,Ames2339,unclassified,2,2,3,15.14,3.07,1.93,1.54,76.35
H122w,Ames26805,unclassified,2,2,3,10.89,3.19,2.45,1.37,74.83
Va102,PI587151,unclassified,2,2,3,17.93,4.41,2.47,1.75,75.95
N217,PI596356,unclassified,2,2,3,13.2,2.71,2.81,1.47,75.91
W24,NSL30064,unclassified,2,2,3,14.71,3.59,2.83,1.66,74.83
NK740,PI601489,unclassified,2,2,3,12.29,4.01,2.17,1.47,74.66
M14,NSL30867,unclassified,2,2,3,13.23,3.91,2.08,1.45,74.77
NC326,Ames27159,unclassified,2,2,3,14.53,4.11,2.86,1.6,75.9
OC19,PI596506,unclassified,2,2,3,15.27,4.1,2.8,1.81,74.3
R78,NSL30876,unclassified,2,2,3,13.08,5.89,2.82,1.62,72.29
6M502A,PI546484,unclassified,2,2,3,12.38,3.14,2.84,1.53,73.99
N209,PI595366,unclassified,2,2,3,10.49,3.05,2.36,1.32,74.55
NY 166 (Neveh Yaar),PI200184,unclassified,2,2,3,15.06,4.98,2.52,1.56,74.91
PHWG5,PI559954,unclassified,2,2,3,12.37,3.87,2.36,1.5,74.03
N215,PI595367,unclassified,2,2,3,13.95,3.4,2.46,1.49,76.04
LH214,PI555660,unclassified,2,2,3,11.96,2.74,2.78,1.48,74.34
B88,PI550556,unclassified,2,2,3,16.43,4.18,2.4,1.71,74.87
Yu796 NS,Ames27196,unclassified,2,2,3,14.46,3.17,3.2,1.62,77.27
LH211,PI537101,unclassified,2,2,3,15.6,2.85,2.91,1.59,77.25
E8501,PI601724,unclassified,2,2,3,12.24,3.15,2.32,1.51,75.32
LH60,PI601404,unclassified,2,2,3,11.97,3.65,2.49,1.48,74.47
N523,PI594071,unclassified,2,2,3,15.61,4.1,2.47,1.65,74.37
PHK35,PI601777,unclassified,2,2,3,10.76,2.84,2.37,1.36,75.14
K55,Ames22754,unclassified,2,2,3,18.16,4.09,2.03,1.82,75.62
PHK93,PI548800,unclassified,2,2,3,9.65,4.33,2.36,1.35,73.64
AusTRCF 306238,NSL437933,unclassified,2,2,3,10.92,4.19,2.53,1.44,75.02
R177,NSL30894,unclassified,2,2,3,13.49,3.66,2.06,1.48,76.03
N542,PI594088,unclassified,2,2,3,14.04,2.56,3.52,1.6,77.01
LH191,PI539925,unclassified,2,2,3,13.36,2.6,2.15,1.45,76.92
H121,Ames26804,unclassified,2,2,3,15.17,4.02,2.59,1.69,75.89
LH181,PI547087,unclassified,2,2,3,13.35,3.48,2.68,1.52,74.77
LH93,PI601171,unclassified,1,1,4,12.38,2.4,2.28,1.49,74.58
PHW30,PI548808,unclassified,1,1,4,11.42,2.83,2.11,1.44,75.47
LH222,PI559375,unclassified,1,1,4,11.09,4.52,2.33,1.46,73.92
A659,NSL81599,unclassified,1,1,4,12.93,3.69,2.3,1.55,73.79
A239,Ames23405,unclassified,1,1,4,13.32,4.2,2.15,1.53,73.77
CI 40H,Ames26128,unclassified,1,1,4,15.74,3.91,2.39,1.66,74.48
A548,Ames23449,unclassified,1,1,4,16.94,3.31,2.12,1.68,74.35
LH61,PI601416,unclassified,1,1,4,14.21,3.69,2.26,1.56,75.4
MS153,Ames24734,unclassified,1,1,4,9.14,3.61,2.47,1.43,75.03
CR1HT,PI601080,unclassified,1,1,4,14.06,3.66,1.92,1.57,75.09
LIBC 4,PI555650,unclassified,1,1,4,13.44,4.01,2.26,1.51,74.02
2369,PI601559,unclassified,1,1,4,8.91,3.73,2.18,1.31,73.56
NORTH 7,Ames2328,unclassified,1,1,4,13.65,5.25,2.35,1.54,73.3
PHP76,PI543846,unclassified,1,1,4,10.95,3.28,2.33,1.43,75.01
PHT69,PI559949,unclassified,1,1,4,11.48,3.96,2.02,1.34,74.15
A322,Ames23422,unclassified,1,1,4,12.26,3.25,2.18,1.43,75.05
AS6103,PI601159,unclassified,1,1,4,14.79,3.75,2.39,1.57,74.39
CH711-10,Ames27018,unclassified,1,1,4,14.51,4.11,2.63,1.62,74.34
A679,PI587142,unclassified,1,1,4,12.09,3.21,2.17,1.38,73.28
N6,Ames27137,unclassified,1,1,4,15.17,5,2.39,1.64,73.42
78010,PI601211,unclassified,1,1,4,11.7,3.7,2.41,1.45,74.75
LH206,PI538010,unclassified,1,1,4,11.97,3.42,2.11,1.36,74.79
PHJ89,PI548798,unclassified,1,1,4,15.54,4.16,2.39,1.61,74.15
MS226,Ames24751,unclassified,1,1,4,9.74,2.68,2.79,1.38,73.49
29MIBZ2,PI548830,unclassified,1,1,4,12.42,-0.05,3.36,1.58,71.2
ICI 893,PI559383,unclassified,1,1,4,12.62,4.27,2.19,1.48,73.86
A73,Ames22439,unclassified,1,1,4,13.31,3.91,2.17,1.56,73.31
6F629,PI546483,unclassified,1,1,4,13.54,3.81,1.97,1.52,74.35
N193,PI550567,unclassified,1,1,4,10.63,3.39,2.07,1.39,74
LH209,PI554612,unclassified,1,1,4,9.12,2.59,1.87,1.27,74.6
ND247,PI550503,unclassified,1,1,4,12.45,4.32,1.98,1.51,76.16
CR14,PI601683,unclassified,1,1,4,13.75,4.21,1.73,1.44,74.7
I29,Ames27115,unclassified,1,1,4,17.06,5,2.7,1.77,74.55
A340,Ames23424,unclassified,1,1,4,13.57,4.97,2.16,1.63,74.23
PHW86,PI543850,unclassified,1,1,4,12.11,2.93,2.2,1.51,74.26
W117Ht,Ames8399,unclassified,1,1,4,11.25,3.57,1.96,1.44,74.61
PHBA6,PI559935,unclassified,1,1,4,13.12,4.67,1.99,1.52,73.68
R181B,NSL30896,unclassified,1,1,4,12.09,3.3,1.93,1.53,74.58
PHVA9,PI559953,unclassified,1,1,4,13.69,3.66,2.36,1.56,73.85
MS72,Ames24713,unclassified,1,1,4,14.17,3.46,2.05,1.57,75.01
PHJ90,PI548799,unclassified,1,1,4,9.84,2.66,2.36,1.43,74.26
4226,NSL30904,unclassified,1,1,4,14.83,3.76,2.34,1.65,75.83
ML606,PI583774,unclassified,1,1,4,11.91,3.38,2.41,1.55,75.13
CM105,PI587124,unclassified,1,1,4,11.33,2.21,2.14,1.47,75.05
A674,Ames23498,unclassified,1,1,4,9.97,2.62,2.16,1.4,75.87
FBLA,PI546482,unclassified,1,1,4,12.29,2.44,1.87,1.46,75.5
L 155,PI550695,unclassified,1,1,4,12.18,2.23,2.35,1.53,74.41
NQ508,PI559918,unclassified,1,1,4,13.61,3.49,2.24,1.52,74.01
CH753-4,Ames27021,unclassified,1,1,4,14.04,3.44,2.28,1.59,75.63
A334,Ames23423,unclassified,1,1,4,18.63,4.57,2.13,1.78,73.69
OS602,PI559921,unclassified,1,1,4,16.69,3.72,2.47,1.72,73.82
NC310,Ames27151,unclassified,1,1,4,10.54,3.5,1.95,1.37,74.98
SD40,PI606768,unclassified,1,1,4,10.22,2.52,2.19,1.42,74.36
MS116,Ames24729,unclassified,1,1,4,14.19,3.1,2.17,1.57,75.01
OQ603,PI601584,unclassified,1,1,4,11.2,3.26,2.09,1.43,73.62
793,PI601492,unclassified,1,1,4,11.35,2.79,1.85,1.41,74.29
A648,NSL81597,unclassified,1,1,4,11.07,4.19,2.28,1.48,74.46
DK78010,PI601211,unclassified,1,1,4,11.32,2.77,1.98,1.44,73.61
WR3,NSL30066,unclassified,1,1,4,15.91,3.83,2.14,1.64,73.38
764,PI601374,unclassified,1,1,4,12.86,3.25,1.87,1.42,74.87
790,PI601491,unclassified,1,1,4,10.6,2.8,1.64,1.25,74.66
A71,NSL42875,unclassified,1,1,4,15.18,4.88,2.24,1.61,72.62
IBB15,PI601458,unclassified,1,1,4,16.21,3.07,2.45,1.76,73.31
PHR63,PI601787,unclassified,1,1,4,11.95,3.53,1.95,1.37,74.55
W8304,PI601502,unclassified,1,1,4,11.01,2.67,2.15,1.51,75.68
NK807,PI601430,unclassified,1,1,4,14,3.86,2.37,1.56,74.26
N527,PI604606,unclassified,2,1,4,13.15,4.15,1.97,1.42,74.06
N523,PI594071,unclassified,2,1,4,16.46,4.47,1.97,1.64,74.01
PHPR5,PI559945,unclassified,2,1,4,15.93,3.82,2.11,1.67,74.92
CH701-30,Ames27069,unclassified,2,1,4,14.19,4.35,2.06,1.53,73.62
MM501D,PI583774,unclassified,2,1,4,12.95,3.9,2.34,1.52,73.61
LH181,PI547087,unclassified,2,1,4,13.69,4.36,2.25,1.49,74.6
NK740,PI601489,unclassified,2,1,4,11.27,3.45,2.12,1.4,73.76
PHK93,PI548800,unclassified,2,1,4,11.56,6.47,2.2,1.45,73.48
H96,Ames26797,unclassified,2,1,4,10.35,3.11,2.4,1.41,73.65
N534,PI594080,unclassified,2,1,4,17.37,3.58,2.09,1.64,74.67
N218,PI596357,unclassified,2,1,4,14.15,2.99,2.2,1.51,74.77
PHN34,PI543843,unclassified,2,1,4,14.04,4.56,1.9,1.47,75
LH60,PI601404,unclassified,2,1,4,16.87,3.67,2.36,1.65,75.11
OC19,PI596506,unclassified,2,1,4,13.79,3.79,2.1,1.64,75.42
B46,PI550469,unclassified,2,1,4,15.72,4.96,2.02,1.59,74.65
WXB6,Ames26745,unclassified,2,1,4,15.41,3.57,2.35,1.7,75.11
PHP85,PI559944,unclassified,2,1,4,9.48,2.09,1.95,1.38,75.41
LH211,PI537101,unclassified,2,1,4,13.22,2.97,2.04,1.6,75.28
W24,NSL30064,unclassified,2,1,4,15.08,3.21,2.62,1.65,73.88
J8606,PI601725,unclassified,2,1,4,12.66,3.73,2.02,1.45,75.64
LH191,PI539925,unclassified,2,1,4,10.31,2.47,1.73,1.38,75.92
M14,NSL30867,unclassified,2,1,4,14.6,3.64,2.05,1.56,75.03
H113,Ames26803,unclassified,2,1,4,12.19,3.55,2.09,1.49,74.94
N501,PI594050,unclassified,2,1,4,13.48,3.8,2.24,1.5,75.71
ND259,PI550571,unclassified,2,1,4,16.07,3.89,2.2,1.74,74.38
PHWG5,PI559954,unclassified,2,1,4,13.5,3.91,2.33,1.51,73.99
E8501,PI601724,unclassified,2,1,4,17.78,5.84,2.27,1.86,73.59
MS24A,Ames24708,unclassified,2,1,4,14.68,3.42,2.52,1.68,72
ND259,PI550571,unclassified,2,1,4,12.86,3.5,2.13,1.69,75
DE811,PI550558,unclassified,2,1,4,17.21,3.77,2.63,1.83,73.89
Yu796 NS,Ames27196,unclassified,2,1,4,15.41,3.06,2.2,1.6,74.95
N217,PI596356,unclassified,2,1,4,13.97,2.94,2.27,1.54,74.69
INB 101LFY/LFY (A632 X M16 S5),NSL174429,unclassified,2,1,4,16.85,4.91,2.36,1.76,74.36
PHK35,PI601777,unclassified,2,1,4,9.53,3.25,2.16,1.35,74.02
R168,Ames19326,unclassified,2,1,4,10.36,2.81,1.79,1.47,74.04
S8326,PI601612,unclassified,2,1,4,14.72,4.27,1.82,1.74,74.71
WIL900,PI601684,unclassified,2,1,4,16.71,3.56,2.48,1.71,74.87
H91,Ames27114,unclassified,2,1,4,13.81,3.79,1.9,1.6,74.85
HUOBAI,Ames2339,unclassified,2,1,4,13.69,3.05,2.13,1.53,74.5
6M502A,PI546484,unclassified,2,1,4,14.69,2.5,2.31,1.7,74.11
LH214,PI555660,unclassified,2,1,4,15.05,2.63,2.46,1.65,75.08
NC342,Ames27167,unclassified,2,1,4,13.13,4.31,2.01,1.48,75.25
AusTRCF 306238,NSL437933,unclassified,2,1,4,15.79,4.34,2.32,1.66,75.54
NC326,Ames27159,unclassified,2,1,4,9.75,3.83,1.86,1.34,74.9
Pa91,PI587147,unclassified,2,1,4,12.99,3.68,2.29,1.71,74.03
N542,PI594088,unclassified,2,1,4,12.38,4,2.07,1.43,74.7
H121,Ames26804,unclassified,2,1,4,14.83,4.5,2.13,1.55,74
H99,PI587129,unclassified,1,2,4,15.69,5.33,2.32,1.76,74.85
PHB09,PI601007,unclassified,1,2,4,12.96,2.19,3.25,1.64,72.11
MS153,Ames24734,unclassified,1,2,4,8.83,-0.51,3.79,1.46,71.01
A648,NSL81597,unclassified,1,2,4,10.72,1.57,3.79,1.59,68.72
N6,Ames27137,unclassified,1,2,4,14.5,3.25,2.94,1.71,70.88
LH206,PI538010,unclassified,1,2,4,12.61,1.29,2.8,1.53,72.62
MS226,Ames24751,unclassified,1,2,4,9.16,0.16,4.06,1.49,69.87
2369,PI601559,unclassified,1,2,4,7.57,3.47,2.63,1.29,72.99
LH61,PI601416,unclassified,1,2,4,10.87,0.45,3.84,1.5,69.36
CM105,PI587124,unclassified,1,2,4,10.9,-0.53,3.91,1.52,69.43
A674,Ames23498,unclassified,1,2,4,10.38,0.69,3.6,1.45,70.36
B-28,PI340860,unclassified,1,2,4,14.82,4.65,2.33,1.61,75.47
LH209,PI554612,unclassified,1,2,4,7.76,0.97,3.04,1.29,72.47
NC262,PI531085,unclassified,1,2,4,13.82,4.08,2.3,1.51,73.07
A73,Ames22439,unclassified,1,2,4,12.51,3.92,2.19,1.46,73.55
SD40,PI606768,unclassified,1,2,4,9.65,3.79,2.26,1.36,74.55
L 155,PI550695,unclassified,1,2,4,14.21,3.77,2.39,1.54,74.21
NC310,Ames27151,unclassified,1,2,4,11.49,4.09,2.19,1.38,73.85
DK78010,PI601211,unclassified,1,2,4,12.87,3.65,2.26,1.5,74.22
CH753-4,Ames27021,unclassified,1,2,4,14.9,3.35,2.35,1.61,74.76
W8304,PI601502,unclassified,1,2,4,11.09,3.24,2.02,1.38,75.89
A556,Ames23450,unclassified,1,2,4,10.93,2.4,2.5,1.52,71.98
LIBC 4,PI555650,unclassified,1,2,4,12.22,3.21,2.4,1.56,72.56
ML606,PI583774,unclassified,1,2,4,11.57,3.43,2.47,1.55,72.65
NK807,PI601430,unclassified,1,2,4,11.64,0.28,3.66,1.61,70.38
A679,PI587142,unclassified,1,2,4,9.81,1.56,3.15,1.42,72.61
790,PI601491,unclassified,1,2,4,10.47,-0.18,3.2,1.43,71.64
CR1HT,PI601080,unclassified,1,2,4,12.91,1.52,2.64,1.62,72.25
PHJ89,PI548798,unclassified,1,2,4,13.47,0.48,3.52,1.63,68.73
W552,PI520770,unclassified,1,2,4,10.9,0.18,3.53,1.48,70.6
A334,Ames23423,unclassified,1,2,4,14.05,0.64,3.79,1.69,69.2
AS6103,PI601159,unclassified,1,2,4,16.29,4.92,2.54,1.65,73.35
OS602,PI559921,unclassified,1,2,4,11.7,2.48,3.11,1.69,72.71
W117Ht,Ames8399,unclassified,1,2,4,9.58,3.58,1.98,1.35,73.51
PHW30,PI548808,unclassified,1,2,4,11.77,3.44,2,1.33,74.41
78010,PI601211,unclassified,1,2,4,10.37,4.13,2.1,1.32,73.8
PHP76,PI543846,unclassified,1,2,4,11.18,4.3,2.21,1.42,73.8
CI 40H,Ames26128,unclassified,1,2,4,14.79,4.44,2.22,1.53,73.82
CH711-10,Ames27018,unclassified,1,2,4,14.26,4.49,2.2,1.57,73.26
ICI 893,PI559383,unclassified,1,2,4,13.8,4.73,2.24,1.55,73.67
A322,Ames23422,unclassified,1,2,4,11.32,3.14,1.89,1.32,73.82
PHR63,PI601787,unclassified,1,2,4,12.55,3.16,1.99,1.43,74.73
MS116,Ames24729,unclassified,1,2,4,14.75,3.87,2.17,1.52,73.56
PHT69,PI559949,unclassified,1,2,4,11.58,4.07,2.2,1.56,75.46
A71,NSL42875,unclassified,1,2,4,14.4,3.86,2.52,1.6,74.15
LH93,PI601171,unclassified,1,2,4,11.43,2.75,2.1,1.5,73.8
LH222,PI559375,unclassified,1,2,4,11.2,3.19,2.41,1.47,74.58
PHBA6,PI559935,unclassified,1,2,4,17.14,4.71,2.55,1.84,72.87
PHW86,PI543850,unclassified,1,2,4,11.27,2.01,2.6,1.48,73.62
ND247,PI550503,unclassified,1,2,4,12.62,4.83,2.13,1.5,75.18
WR3,NSL30066,unclassified,1,2,4,15.63,3.74,2.55,1.76,74.67
PHVA9,PI559953,unclassified,1,2,4,13.3,3.91,2.3,1.61,73.87
6F629,PI546483,unclassified,1,2,4,14.01,3.99,2.16,1.66,74.56
A548,Ames23449,unclassified,1,2,4,15.8,3.88,2.21,1.72,74.28
MS72,Ames24713,unclassified,1,2,4,14.11,3.86,2.05,1.6,75.39
NQ508,PI559918,unclassified,1,2,4,13.02,3.83,2.41,1.59,74.26
A239,Ames23405,unclassified,1,2,4,11.87,2.93,2.22,1.5,74.68
764,PI601374,unclassified,1,2,4,11.33,3.63,2.11,1.51,75.6
R181B,NSL30896,unclassified,1,2,4,12.43,3.48,1.87,1.46,73.86
NORTH 7,Ames2328,unclassified,1,2,4,12.28,5.23,2.17,1.46,72.41
29MIBZ2,PI548830,unclassified,1,2,4,12.65,3.6,2.1,1.42,73.91
793,PI601492,unclassified,1,2,4,9.92,2.39,1.78,1.34,75.31
Lp215D,PI547107,unclassified,1,2,4,15.44,3.71,2.32,1.58,74.17
IBB15,PI601458,unclassified,1,2,4,14.46,2.68,2.61,1.69,74.65
PHJ90,PI548799,unclassified,1,2,4,10.69,3.27,2.22,1.35,74.58
A340,Ames23424,unclassified,1,2,4,13.87,4.27,2.1,1.59,74.05
A659,NSL81599,unclassified,1,2,4,13.23,3.95,2.46,1.65,74.5
OQ603,PI601584,unclassified,1,2,4,11.06,3.81,2.43,1.35,73.98
CR14,PI601683,unclassified,1,2,4,15.44,5.42,2.14,1.73,75.03
1538,PI601658,unclassified,1,2,4,13.02,3.96,2.27,1.51,74.08
N193,PI550567,unclassified,1,2,4,8.49,3.21,2.19,1.24,73.15
4226,NSL30904,unclassified,1,2,4,13.52,4.35,2.56,1.57,72.83
FBLA,PI546482,unclassified,1,2,4,12.7,3.93,2.09,1.41,74.76
M14,NSL30867,unclassified,2,2,4,16.25,4.17,2.3,1.68,74.55
PHK93,PI548800,unclassified,2,2,4,11.13,3.7,2.08,1.42,72.97
N542,PI594088,unclassified,2,2,4,11.98,2.8,2.38,1.5,74.6
ND259,PI550571,unclassified,2,2,4,14.59,2.56,2.25,1.67,75.01
N217,PI596356,unclassified,2,2,4,14.93,3.14,2.47,1.63,74.82
N501,PI594050,unclassified,2,2,4,10.91,2.9,2.18,1.43,74.48
N209,PI595366,unclassified,2,2,4,12.14,2.81,2.21,1.46,74.31
LH191,PI539925,unclassified,2,2,4,10.73,2.89,2.12,1.41,75.14
N527,PI604606,unclassified,2,2,4,12.55,3.91,2.23,1.51,73.98
LH211,PI537101,unclassified,2,2,4,11.96,2.39,2.27,1.49,74.33
HUOBAI,Ames2339,unclassified,2,2,4,14.42,4.8,2.1,1.58,73.35
H91,Ames27114,unclassified,2,2,4,16.28,3.54,2.45,1.67,73.73
NC326,Ames27159,unclassified,2,2,4,11.24,3.53,2.17,1.36,74.03
PHP85,PI559944,unclassified,2,2,4,10.22,2.91,2.15,1.27,74.03
N523,PI594071,unclassified,2,2,4,14.31,4.43,2.19,1.56,74.28
J8606,PI601725,unclassified,2,2,4,13.15,4.24,2.35,1.56,74.41
W24,NSL30064,unclassified,2,2,4,12.56,3.84,2.58,1.5,73.58
MM501D,PI583774,unclassified,2,2,4,10.23,4.26,2.22,1.4,74.2
H121,Ames26804,unclassified,2,2,4,16.04,4.42,2.26,1.72,74.63
H96,Ames26797,unclassified,2,2,4,11.11,4.21,2.39,1.46,74.64
LH214,PI555660,unclassified,2,2,4,11.71,3.53,2.51,1.44,74.18
DE811,PI550558,unclassified,2,2,4,13.81,3.04,2.63,1.56,72.72
W37A,NSL30073,unclassified,2,2,4,13.89,4.12,2.25,1.54,74.24
WIL900,PI601684,unclassified,2,2,4,14.03,3.64,2.55,1.54,74.38
6M502A,PI546484,unclassified,2,2,4,11.57,2.69,2.38,1.44,74.59
CH701-30,Ames27069,unclassified,2,2,4,14.99,5.09,2.13,1.68,74.2
N215,PI595367,unclassified,2,2,4,12.98,3.83,2.02,1.45,74.78
LH181,PI547087,unclassified,2,2,4,9.78,3.53,2.14,1.36,74.51
Pa91,PI587147,unclassified,2,2,4,14.39,4.03,2.57,1.69,72.64
AusTRCF 306238,NSL437933,unclassified,2,2,4,12.69,3.22,2.32,1.51,74.61
MS24A,Ames24708,unclassified,2,2,4,14.21,3.02,2.26,1.61,72.77
PHPR5,PI559945,unclassified,2,2,4,15.54,2.72,2.25,1.64,74.35
NK740,PI601489,unclassified,2,2,4,16.7,4.18,1.99,1.64,75.9
E8501,PI601724,unclassified,2,2,4,12.45,3.72,1.83,1.49,75.71
ND259,PI550571,unclassified,2,2,4,12.63,0,3.24,1.64,72.42
Yu796 NS,Ames27196,unclassified,2,2,4,12.88,2.2,2.12,1.42,73.15
N534,PI594080,unclassified,2,2,4,13.71,3.49,2.6,1.55,73.62
R78,NSL30876,unclassified,2,2,4,14.33,5.76,2.86,1.68,72.4
PHWG5,PI559954,unclassified,2,2,4,10.7,3.02,2.32,1.35,74.04
K55,Ames22754,unclassified,2,2,4,18.32,4.65,2.03,1.76,75.99
MS67,Ames24710,unclassified,2,2,4,13.92,3.75,2.79,1.6,72.93
R168,Ames19326,unclassified,2,2,4,11.98,3.9,2.61,1.45,73.75
PHK35,PI601777,unclassified,2,2,4,10.99,3.57,2.2,1.32,73.05
H113,Ames26803,unclassified,2,2,4,13.8,4.35,2.1,1.54,75.75
NC342,Ames27167,unclassified,2,2,4,14.06,4.99,2.21,1.58,72.54
LH60,PI601404,unclassified,2,2,4,14.01,3.34,2.44,1.63,74.31
B46,PI550469,unclassified,2,2,4,15.87,5.25,2.2,1.75,73.23
A648,NSL81597,unclassified,1,1,5,13.03,5.64,1.78,1.56,69.33
A548,Ames23449,unclassified,1,1,5,17.77,5.85,1.66,1.75,70.93
CM105,PI587124,unclassified,1,1,5,13.72,5.08,1.87,1.6,69.95
764,PI601374,unclassified,1,1,5,15.29,5.03,1.69,1.63,69.82
AS6103,PI601159,unclassified,1,1,5,16.24,5.43,2.28,1.74,68.77
A340,Ames23424,unclassified,1,1,5,13.73,5.55,1.73,1.57,70.5
IBB15,PI601458,unclassified,1,1,5,13.3,4.35,1.91,1.56,69.97
A322,Ames23422,unclassified,1,1,5,14.01,4.59,1.38,1.44,68.38
MS72,Ames24713,unclassified,1,1,5,13.75,4.66,1.81,1.57,70.74
790,PI601491,unclassified,1,1,5,9.58,4.33,1.5,1.29,70.66
OQ603,PI601584,unclassified,1,1,5,12.15,4.66,2.24,1.54,70.11
CR1HT,PI601080,unclassified,1,1,5,14.29,5.09,1.47,1.56,68.78
CH711-10,Ames27018,unclassified,1,1,5,11.6,4.84,1.84,1.48,67.71
NORTH 7,Ames2328,unclassified,1,1,5,12.6,5.13,2.33,1.62,67.07
W8304,PI601502,unclassified,1,1,5,10.19,4.73,1.81,1.4,68.23
LH209,PI554612,unclassified,1,1,5,10.49,5.34,1.65,1.4,69.23
DK78010,PI601211,unclassified,1,1,5,12.35,6.28,1.96,1.58,67.23
78010,PI601211,unclassified,1,1,5,11.45,5.91,1.74,1.51,68.5
ICI 893,PI559383,unclassified,1,1,5,13.39,6.57,2.02,1.62,66.85
L 155,PI550695,unclassified,1,1,5,12.22,4.72,2.18,1.5,68.09
29MIBZ2,PI548830,unclassified,1,1,5,11.74,5.29,1.63,1.47,68.51
PHW86,PI543850,unclassified,1,1,5,10.75,4.96,1.84,1.43,68.75
MS153,Ames24734,unclassified,1,1,5,8.95,4.51,1.89,1.34,69.14
LIBC 4,PI555650,unclassified,1,1,5,11.58,4.71,1.73,1.48,67.65
W552,PI520770,unclassified,1,1,5,12.28,5.07,1.65,1.47,68.48
PHJ90,PI548799,unclassified,1,1,5,10.37,4.88,2.02,1.47,68.89
SD40,PI606768,unclassified,1,1,5,14.13,4.63,2,1.68,68.6
NC310,Ames27151,unclassified,1,1,5,13.73,5.31,1.53,1.56,70.49
PHR63,PI601787,unclassified,1,1,5,11.18,5.53,1.43,1.41,69.87
PHW30,PI548808,unclassified,1,1,5,12.52,5.11,1.61,1.5,69.83
OS602,PI559921,unclassified,1,1,5,15.27,4.83,1.94,1.68,68.97
LH206,PI538010,unclassified,1,1,5,13.68,5.32,1.73,1.58,68.98
MS116,Ames24729,unclassified,1,1,5,14.27,5.37,1.65,1.65,69.4
PHBA6,PI559935,unclassified,1,1,5,15.3,5.59,2.09,1.73,68.53
N193,PI550567,unclassified,1,1,5,10.16,5.64,1.83,1.49,67.86
FBLA,PI546482,unclassified,1,1,5,14.36,4.72,1.84,1.64,68.07
4226,NSL30904,unclassified,1,1,5,13.23,5.56,1.8,1.56,69.57
A556,Ames23450,unclassified,1,1,5,12.76,4.85,1.9,1.57,69.26
CH753-4,Ames27021,unclassified,1,1,5,16.02,4.21,1.76,1.65,68.23
PHT69,PI559949,unclassified,1,1,5,12.47,4.73,1.51,1.45,69.8
6F629,PI546483,unclassified,1,1,5,13.53,5.73,1.65,1.59,68.35
A679,PI587142,unclassified,1,1,5,11.01,5.47,1.69,1.46,69.99
N6,Ames27137,unclassified,1,1,5,12.92,5.77,1.8,1.55,67.64
PHP76,PI543846,unclassified,1,1,5,10.69,4.89,1.79,1.43,70.2
LH61,PI601416,unclassified,1,1,5,12.17,5.14,1.68,1.49,69.81
CI 40H,Ames26128,unclassified,1,1,5,13.83,5.8,2.07,1.64,68.17
A674,Ames23498,unclassified,1,1,5,12.68,5.17,1.78,1.51,69.57
A71,NSL42875,unclassified,1,1,5,14.1,5.58,2.09,1.65,68.16
LH93,PI601171,unclassified,1,1,5,12.11,5.19,1.73,1.53,68.51
W117Ht,Ames8399,unclassified,1,1,5,11.43,4.54,1.58,1.47,68.52
R181B,NSL30896,unclassified,1,1,5,12.76,4.84,1.77,1.57,69.09
PHJ89,PI548798,unclassified,1,1,5,16.24,5.74,1.88,1.75,69.24
LH222,PI559375,unclassified,1,1,5,11.75,4.74,1.9,1.47,68.65
ML606,PI583774,unclassified,1,1,5,11.14,4.7,1.78,1.46,69.25
A73,Ames22439,unclassified,1,1,5,13.3,5.6,1.64,1.54,68.53
A239,Ames23405,unclassified,1,1,5,12.52,4.78,1.71,1.57,67.73
PHVA9,PI559953,unclassified,1,1,5,12.05,4.97,1.75,1.47,68.53
H99,PI587129,unclassified,1,1,5,12.03,5.79,1.69,1.51,69.33
B-28,PI340860,unclassified,1,1,5,13.46,6.16,2.02,1.72,66.54
NC262,PI531085,unclassified,1,1,5,8.93,5.21,1.96,1.42,66.71
PHB09,PI601007,unclassified,1,1,5,13.83,4.84,1.85,1.6,70.04
1538,PI601658,unclassified,1,1,5,16.33,5.14,1.75,1.7,68.59
2369,PI601559,unclassified,1,1,5,10.39,6.22,1.66,1.4,67.99
NQ508,PI559918,unclassified,1,1,5,13.1,5.09,2.12,1.61,69.97
MS226,Ames24751,unclassified,1,1,5,10.67,4.75,1.91,1.43,69.74
793,PI601492,unclassified,1,1,5,13.74,5.15,1.4,1.53,68.99
LH211,PI537101,unclassified,2,1,5,12.72,4.69,1.85,1.51,68.29
